term,userClassification,frequencyInDocument,tfidf,freqScore,tfidfScore,contextLikelihoodScore
wide,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,25.462472299836207
cibola,,1,0.0005583616061206835,0.04672897196261682,9.893109425755526,25.46229483297923
preach,,1,0.0005889206606954061,0.04672897196261682,9.887259319200822,25.462021463514056
well,,38,0.019071575000195306,3.4579439252336446,6.34901185688466,21.954526981750693
always,,26,0.007202757380153784,2.336448598130841,8.621132140769252,20.14283210460105
must,,25,0.007720440027381577,2.2429906542056073,8.522028988202885,19.114831375408343
import,,21,0.002154092728353559,1.8691588785046729,9.587628865979381,17.920801618653048
inform,,20,0.0005385231820883898,1.7757009345794392,9.896907216494846,17.573947393775892
even,,25,0.013463079552209743,2.2429906542056073,7.422680412371134,16.649002794103477
already,,20,0.005300552458782208,1.7757009345794392,8.985282852686446,15.955175158975928
reached,,19,0.00393831293861284,1.6822429906542056,9.246064688280546,15.554127512995308
hands,,17,0.00098457823465321,1.4953271028037383,9.811516172070135,14.67142605169366
another,,20,0.01003767105273437,1.7757009345794392,8.07842729309719,14.344870894284728
kindly,,16,0.00048484709513277476,1.4018691588785046,9.907182757819658,13.888573959560265
effect,,16,0.002154092728353559,1.4018691588785046,9.587628865979381,13.440601213989787
follow,,16,0.002154092728353559,1.4018691588785046,9.587628865979381,13.440601213989787
bugs,,16,0.0036078430479524813,1.4018691588785046,9.309328558854697,13.050460596525276
takes,,16,0.0037696622746187284,1.4018691588785046,9.278350515463918,13.007033432893342
later,,17,0.0074564215163068276,1.4953271028037383,8.57257166511798,12.818798751578289
establishing,,15,0.0010770463641767796,1.308411214953271,9.79381443298969,12.814336641294922
small,,17,0.008761904545027455,1.4953271028037383,8.322655071504265,12.445091695707312
less,,16,0.005901562110413001,1.4018691588785046,8.870227902480211,12.434898928710576
holdings,,14,0.0005385231820883898,1.2149532710280373,9.896907216494846,12.024279795741402
automatically,,16,0.008616370913414237,1.4018691588785046,8.350515463917525,11.706330089604005
wish,,14,0.005772431226009644,1.2149532710280373,8.894948216762689,10.806946431580835
mult,,14,0.007215686095904963,1.2149532710280373,8.618657117709393,10.471265657030104
language,,13,0.004369858379988552,1.1214953271028036,9.163451307389765,10.2767678213717
reduces,,12,0.0005385231820883898,1.02803738317757,9.896907216494846,10.17439059639657
choose,,12,0.003781192967410146,1.02803738317757,9.276143124482159,9.536221903673248
feature,,12,0.00393831293861284,1.02803738317757,9.246064688280546,9.505300146830468
longer,,11,0.0024229057879797933,0.9345794392523364,9.536168339336989,8.912306859193448
discover,,11,0.002703050610417804,0.9345794392523364,9.482538504094443,8.862185517845274
large,,11,0.004202691304819403,0.9345794392523364,9.195453122098597,8.593881422522053
appears,,10,0.0005154061497074973,0.8411214953271028,9.901332651264957,8.328223725363047
decide,,11,0.005923755002972287,0.9345794392523364,8.8659793814433,8.285962038732055
surrounding,,10,0.0037533766795657,0.8411214953271028,9.281468166441437,7.806842382988124
could,,10,0.0038330975104324014,0.8411214953271028,9.266206720637896,7.794005652872997
want,,10,0.005385231820883898,0.8411214953271028,8.969072164948454,7.544079391078137
improvements,,9,0.00098457823465321,0.7476635514018691,9.811516172070135,7.33571302584683
gives,,9,0.00098457823465321,0.7476635514018691,9.811516172070135,7.33571302584683
determine,,9,0.0016155695462651692,0.7476635514018691,9.690721649484535,7.245399364100587
best,,9,0.004308185456707118,0.7476635514018691,9.175257731958762,6.860005780903747
preferred,,8,0.0005385231820883898,0.6542056074766355,9.896907216494846,6.474612197706908
assignment,,8,0.0005385231820883898,0.6542056074766355,9.896907216494846,6.474612197706908
arrive,,8,0.002154092728353559,0.6542056074766355,9.587628865979381,6.272280566528567
enough,,8,0.002413631132722125,0.6542056074766355,9.537943843267676,6.239776346062965
never,,8,0.002472727760545991,0.6542056074766355,9.52663061468111,6.232375168482968
carrier,,8,0.0025085764796903775,0.6542056074766355,9.51976787531424,6.227885525906513
made,,8,0.003090387125858051,0.6542056074766355,9.408388308043332,6.155020388439563
suitable,,8,0.0035131848684570297,0.6542056074766355,9.327449552584016,6.102069800755898
corner,,8,0.003789003739604211,0.6542056074766355,9.274647860631699,6.067526637796438
manual,,8,0.00393831293861284,0.6542056074766355,9.246064688280546,6.048827366164842
outside,,8,0.004308185456707118,0.6542056074766355,9.175257731958762,6.002505058290779
adjacent,,8,0.004308185456707118,0.6542056074766355,9.175257731958762,6.002505058290779
avoided,,7,0.000450508435069634,0.5607476635514018,9.913756417349074,5.559115748046209
members,,7,0.0005385231820883898,0.5607476635514018,9.896907216494846,5.5496675980344925
way,,7,0.001931491953661282,0.5607476635514018,9.630242692527082,5.400136089267523
half,,7,0.0036078430479524813,0.5607476635514018,9.309328558854697,5.22018423861011
reconnect,,7,0.0037696622746187284,0.5607476635514018,9.278350515463918,5.202813373157337
thing,,6,0.0005385231820883898,0.4672897196261682,9.896907216494846,4.624722998362078
site,,6,0.00187668833978285,0.4672897196261682,9.640734083220718,4.505015926738653
every,,6,0.002000800041812726,0.4672897196261682,9.616974621690755,4.493913374621848
unable,,6,0.0020572296905700454,0.4672897196261682,9.606171949204029,4.488865396824313
ries,,6,0.002075002160109311,0.4672897196261682,9.602769656757754,4.487275540541007
help,,6,0.002154092728353559,0.4672897196261682,9.587628865979381,4.480200404663262
menus,,6,0.0021592602290458566,0.4672897196261682,9.586639619744767,4.4797381400676475
lit,,6,0.0026316781822259393,0.4672897196261682,9.496201764159288,4.437477459887518
advanced,,6,0.0027513083360452095,0.4672897196261682,9.473300232788715,4.426775809714352
zoom,,6,0.002934063053868037,0.4672897196261682,9.438314380395154,4.4104272805584825
abi,,6,0.0032311390925303385,0.4672897196261682,9.381443298969073,4.383852008864053
early,,6,0.0032311390925303385,0.4672897196261682,9.381443298969073,4.383852008864053
consists,,6,0.0032311390925303385,0.4672897196261682,9.381443298969073,4.383852008864053
lower,,6,0.0032311390925303385,0.4672897196261682,9.381443298969073,4.383852008864053
carried,,5,0.0005154061497074973,0.37383177570093457,9.901332651264957,3.7014327668280207
nearly,,5,0.0010770463641767796,0.37383177570093457,9.79381443298969,3.6612390403699777
taught,,5,0.0011577890289492282,0.37383177570093457,9.778357371277446,3.65546069954297
las,,5,0.0012714672304409771,0.37383177570093457,9.756595258511572,3.6473253302846995
nothing,,5,0.0012990083485465204,0.37383177570093457,9.751322893976894,3.6453543528885577
ability,,5,0.0016155695462651692,0.37383177570093457,9.690721649484535,3.6226996820502935
rectangle,,5,0.001771223758130077,0.37383177570093457,9.660923812549782,3.611560303756928
due,,5,0.001938588945557309,0.37383177570093457,9.62888407200078,3.599582830654497
reason,,5,0.0020616245988299893,0.37383177570093457,9.605330605059827,3.5907777962840477
far,,5,0.0025770307485374865,0.37383177570093457,9.506663256324783,3.553892806102722
capacity,,5,0.002692615910441949,0.37383177570093457,9.484536082474227,3.5456209654109254
belonging,,4,0.0005018835526367186,0.2803738317757009,9.90392136465486,2.776800382613512
badly,,4,0.0005018835526367186,0.2803738317757009,9.90392136465486,2.776800382613512
developers,,4,0.0005385231820883898,0.2803738317757009,9.896907216494846,2.7748337990172462
aspect,,4,0.0008964149313622071,0.2803738317757009,9.828393811959344,2.7556244332596296
sound,,4,0.0010739104951544636,0.2803738317757009,9.794414751559014,2.7460975938950503
defined,,4,0.0010770463641767796,0.2803738317757009,9.79381443298969,2.7459292802774833
strong,,4,0.0014075162548371374,0.2803738317757009,9.730550562415539,2.728191746471646
exactly,,4,0.001546218449122492,0.2803738317757009,9.70399795379487,2.720747089849029
look,,4,0.0016035193327159445,0.2803738317757009,9.693028495499602,2.7176715407942806
desktop,,4,0.0017761326849260444,0.2803738317757009,9.659984066696213,2.708406747671835
live,,4,0.0017761326849260444,0.2803738317757009,9.659984066696213,2.708406747671835
claimed,,4,0.00187668833978285,0.2803738317757009,9.640734083220718,2.703009556043192
taken,,4,0.0019150660810233046,0.2803738317757009,9.633387197699882,2.700949681598098
board,,4,0.0020075342105468743,0.2803738317757009,9.615685458619437,2.6959865771830196
within,,4,0.0020616245988299893,0.2803738317757009,9.605330605059827,2.6930833472130358
grey,,4,0.0020616245988299893,0.2803738317757009,9.605330605059827,2.6930833472130358
potential,,4,0.0020616245988299893,0.2803738317757009,9.605330605059827,2.6930833472130358
corresponding,,4,0.002154092728353559,0.2803738317757009,9.587628865979381,2.6881202427979574
popups,,3,0.0003777628007980937,0.18691588785046728,9.927682558645012,1.855641599746731
thirds,,3,0.000450508435069634,0.18691588785046728,9.913756417349074,1.8530385826820694
leaving,,3,0.00046173006275188234,0.18691588785046728,9.911608192589771,1.852637045343882
decreased,,3,0.00046917653453145184,0.18691588785046728,9.91018266899379,1.8523705923352878
abandon,,3,0.000492289117326605,0.18691588785046728,9.905758086035068,1.8515435674831902
entire,,3,0.000492289117326605,0.18691588785046728,9.905758086035068,1.8515435674831902
cheating,,3,0.0005154061497074973,0.18691588785046728,9.901332651264957,1.8507163834140103
friends,,3,0.0005385231820883898,0.18691588785046728,9.896907216494846,1.849889199344831
accumulated,,3,0.0005385231820883898,0.18691588785046728,9.896907216494846,1.849889199344831
choices,,3,0.0005385231820883898,0.18691588785046728,9.896907216494846,1.849889199344831
danger,,3,0.0005385231820883898,0.18691588785046728,9.896907216494846,1.849889199344831
speak,,3,0.0008880663424630222,0.18691588785046728,9.829992033348105,1.8373816884762812
ver,,3,0.0010438963865733466,0.18691588785046728,9.800160535772154,1.831805707620963
meta,,3,0.0011480414144071113,0.18691588785046728,9.780223416694069,1.8280791433073027
overview,,3,0.0011835941361764656,0.18691588785046728,9.773417341913456,1.8268069797969073
larger,,3,0.0011994629634091054,0.18691588785046728,9.770379475346541,1.8262391542703815
shown,,3,0.0012221806253395195,0.18691588785046728,9.766030494502202,1.8254262606546172
minimum,,3,0.0012571196219870113,0.18691588785046728,9.759341908871962,1.8241760577330766
published,,3,0.00130185556161974,0.18691588785046728,9.750777834579798,1.8225752961831396
secondary,,3,0.0013446223970433105,0.18691588785046728,9.742590717939018,1.821044994007293
tab,,3,0.0013446223970433105,0.18691588785046728,9.742590717939018,1.821044994007293
goto,,3,0.0013851901882556469,0.18691588785046728,9.73482457776931,1.8195933790223007
ted,,3,0.001416172598818105,0.18691588785046728,9.72889342559087,1.8184847524468917
onto,,3,0.001439823883236124,0.18691588785046728,9.724365715688634,1.8176384515305857
sa,,3,0.0014832919495155821,0.18691588785046728,9.716044358140092,1.8160830575962787
raise,,3,0.0015056506579101557,0.18691588785046728,9.711764093964579,1.815283008217678
music,,3,0.001546218449122492,0.18691588785046728,9.70399795379487,1.8138313932326862
account,,3,0.001546218449122492,0.18691588785046728,9.70399795379487,1.8138313932326862
splash,,3,0.001546218449122492,0.18691588785046728,9.70399795379487,1.8138313932326862
valuable,,3,0.0015917501917261437,0.18691588785046728,9.695281534077065,1.812202155902255
away,,3,0.001600852144102969,0.18691588785046728,9.693539091714195,1.811876465740971
slow,,3,0.0016155695462651692,0.18691588785046728,9.690721649484535,1.8113498410251467
letter,,3,0.0016155695462651692,0.18691588785046728,9.690721649484535,1.8113498410251467
disband,,3,0.0016155695462651692,0.18691588785046728,9.690721649484535,1.8113498410251467
better,,3,0.0016155695462651692,0.18691588785046728,9.690721649484535,1.8113498410251467
partially,,3,0.0016155695462651692,0.18691588785046728,9.690721649484535,1.8113498410251467
tension,,3,0.0016155695462651692,0.18691588785046728,9.690721649484535,1.8113498410251467
trace,,2,0.0003285093724133132,0.09345794392523364,9.937111443414034,0.9287020040573862
plan,,2,0.00037696553188443054,0.09345794392523364,9.927835184705032,0.9278350639911244
asked,,2,0.00040253393223106025,0.09345794392523364,9.922940469585646,0.9273776139799668
deadly,,2,0.0004339518538732467,0.09345794392523364,9.916925944859933,0.9268155088654143
nearby,,2,0.0004434272941664921,0.09345794392523364,9.915112003422948,0.9266459816283127
meet,,2,0.00044605505256482006,0.09345794392523364,9.914608955575291,0.9265989678107748
grow,,2,0.00046173006275188234,0.09345794392523364,9.911608192589771,0.926318522671941
wasted,,2,0.0004736254674505264,0.09345794392523364,9.909330982578963,0.926105699306445
rough,,2,0.00047876652025582615,0.09345794392523364,9.90834679942497,0.9260137195724272
really,,2,0.0004890255176779325,0.09345794392523364,9.906382856858718,0.925830173538198
grounds,,2,0.000492289117326605,0.09345794392523364,9.905758086035068,0.9257717837415951
remember,,2,0.000492289117326605,0.09345794392523364,9.905758086035068,0.9257717837415951
projects,,2,0.0005018835526367186,0.09345794392523364,9.90392136465486,0.9256001275378373
major,,2,0.0005154061497074973,0.09345794392523364,9.901332651264957,0.9253581917070052
wrong,,2,0.0005154061497074973,0.09345794392523364,9.901332651264957,0.9253581917070052
nearest,,2,0.0005240449743340505,0.09345794392523364,9.899678868277359,0.9252036325492858
alternately,,2,0.0005385231820883898,0.09345794392523364,9.896907216494846,0.9249445996724155
pen,,2,0.0005385231820883898,0.09345794392523364,9.896907216494846,0.9249445996724155
threaten,,2,0.0005385231820883898,0.09345794392523364,9.896907216494846,0.9249445996724155
negotiated,,2,0.0005385231820883898,0.09345794392523364,9.896907216494846,0.9249445996724155
alerting,,2,0.0005385231820883898,0.09345794392523364,9.896907216494846,0.9249445996724155
mod,,2,0.0005385231820883898,0.09345794392523364,9.896907216494846,0.9249445996724155
degree,,2,0.0006344177401037338,0.09345794392523364,9.878549535270315,0.9232289285299358
net,,2,0.0006813557866609153,0.09345794392523364,9.869563898193173,0.9223891493638479
percentage,,2,0.0006887819690544418,0.09345794392523364,9.868142258718347,0.9222562858615276
goal,,2,0.000764125691785346,0.09345794392523364,9.853718749472472,0.9209082943432216
headless,,2,0.0008246346491581668,0.09345794392523364,9.842135150010016,0.9198257149542071
sent,,2,0.0008398987609898228,0.09345794392523364,9.83921304780755,0.9195526212904253
buildable,,2,0.000854782805377483,0.09345794392523364,9.83636370423837,0.9192863274989129
plus,,2,0.000872700523622997,0.09345794392523364,9.832933605944685,0.9189657575649238
threat,,2,0.0008964149313622071,0.09345794392523364,9.828393811959344,0.9185414777532097
rises,,2,0.000901016870139268,0.09345794392523364,9.827512834698148,0.9184591434297333
network,,2,0.0009059599946011634,0.09345794392523364,9.826566542176415,0.9183707048763005
spread,,2,0.0009059599946011634,0.09345794392523364,9.826566542176415,0.9183707048763005
surplus,,2,0.0009171027786817365,0.09345794392523364,9.824433410929572,0.9181713468158479
layer,,2,0.000938344169891425,0.09345794392523364,9.820367041610359,0.9177913123000335
sure,,2,0.000938344169891425,0.09345794392523364,9.820367041610359,0.9177913123000335
lored,,2,0.0009472509349010528,0.09345794392523364,9.818661965157924,0.9176319593605536
bring,,2,0.0009696941902655495,0.09345794392523364,9.814365515639317,0.9172304220223659
tip,,2,0.00098457823465321,0.09345794392523364,9.811516172070135,0.9169641282308537
concepts,,2,0.00098457823465321,0.09345794392523364,9.811516172070135,0.9169641282308537
serif,,2,0.00098457823465321,0.09345794392523364,9.811516172070135,0.9169641282308537
lifted,,2,0.0010037671052734371,0.09345794392523364,9.80784272930972,0.9166208158233382
ordinary,,2,0.0010037671052734371,0.09345794392523364,9.80784272930972,0.9166208158233382
chat,,2,0.0010226080445682392,0.09345794392523364,9.804235893169034,0.9162837283335546
former,,2,0.0010308122994149946,0.09345794392523364,9.802665302529913,0.916136944161674
gest,,2,0.0010308122994149946,0.09345794392523364,9.802665302529913,0.916136944161674
exp,,2,0.0010308122994149946,0.09345794392523364,9.802665302529913,0.916136944161674
refined,,2,0.0010308122994149946,0.09345794392523364,9.802665302529913,0.916136944161674
unique,,2,0.0010308122994149946,0.09345794392523364,9.802665302529913,0.916136944161674
affect,,2,0.0010308122994149946,0.09345794392523364,9.802665302529913,0.916136944161674
poor,,2,0.0010370866065159965,0.09345794392523364,9.80146417358111,0.9160246891197297
impossible,,2,0.0010672347627353126,0.09345794392523364,9.795692727809463,0.9154853016644358
paid,,2,0.0010770463641767796,0.09345794392523364,9.79381443298969,0.9153097600924944
historical,,2,0.0010770463641767796,0.09345794392523364,9.79381443298969,0.9153097600924944
late,,2,0.0010770463641767796,0.09345794392523364,9.79381443298969,0.9153097600924944
compatible,,2,0.0010770463641767796,0.09345794392523364,9.79381443298969,0.9153097600924944
specific,,2,0.0010770463641767796,0.09345794392523364,9.79381443298969,0.9153097600924944
exceeded,,2,0.0010770463641767796,0.09345794392523364,9.79381443298969,0.9153097600924944
retain,,2,0.0010770463641767796,0.09345794392523364,9.79381443298969,0.9153097600924944
minor,,2,0.0010770463641767796,0.09345794392523364,9.79381443298969,0.9153097600924944
inside,,2,0.0010770463641767796,0.09345794392523364,9.79381443298969,0.9153097600924944
symbols,,2,0.0010770463641767796,0.09345794392523364,9.79381443298969,0.9153097600924944
apparently,,2,0.0010770463641767796,0.09345794392523364,9.79381443298969,0.9153097600924944
dump,,2,0.0010770463641767796,0.09345794392523364,9.79381443298969,0.9153097600924944
mul,,2,0.0010770463641767796,0.09345794392523364,9.79381443298969,0.9153097600924944
fe,,1,0.0,0.04672897196261682,10.0,0.46728971962616817
browse,,1,0.0,0.04672897196261682,10.0,0.46728971962616817
ed,,1,0.0,0.04672897196261682,10.0,0.46728971962616817
intro,,1,0.0,0.04672897196261682,10.0,0.46728971962616817
bold,,1,0.0,0.04672897196261682,10.0,0.46728971962616817
li,,1,0.0,0.04672897196261682,10.0,0.46728971962616817
self,,1,0.0,0.04672897196261682,10.0,0.46728971962616817
highest,,1,0.0002166007979396491,0.04672897196261682,9.958534785666162,0.4653520927881383
closest,,1,0.0002784295788338233,0.04672897196261682,9.946698524321956,0.4647989964636428
video,,1,0.00028387947563339683,0.04672897196261682,9.945655217274886,0.4647502437978918
rd,,1,0.0003109246697749544,0.04672897196261682,9.94047779049508,0.4645083079670598
problem,,1,0.00032387223832534075,0.04672897196261682,9.937999158328667,0.4643924840340498
pl,,1,0.0003317987847018623,0.04672897196261682,9.936481731118999,0.46432157622051395
tracker,,1,0.00034041355249103065,0.04672897196261682,9.934832553478788,0.4642445118448031
comms,,1,0.00035281428243244246,0.04672897196261682,9.932458605968861,0.46413357971817104
weakest,,1,0.0003541129426866648,0.04672897196261682,9.932209995500664,0.464121962406573
al,,1,0.0003564414847859987,0.04672897196261682,9.931764228457546,0.4641011321709133
ratio,,1,0.00035759660727706106,0.04672897196261682,9.931543096300466,0.46409079889254506
en,,1,0.00035894581351178056,0.04672897196261682,9.931284809506348,0.46407872941618444
together,,1,0.00036249368805087813,0.04672897196261682,9.930605618203302,0.4640469915048272
comma,,1,0.00037186201518661145,0.04672897196261682,9.928812182092596,0.46396318607909326
occ,,1,0.00037254499116265064,0.04672897196261682,9.928681435828036,0.4639570764405624
omit,,1,0.00037428308131962307,0.04672897196261682,9.928348702608325,0.4639415281592675
tutorial,,1,0.0003749282067777611,0.04672897196261682,9.9282252022997,0.46393575711680846
hide,,1,0.0003884508038485399,0.04672897196261682,9.925636488909799,0.4638147892013924
ing,,1,0.0003977991064697262,0.04672897196261682,9.923846886214276,0.4637311629072091
death,,1,0.0004146724789153184,0.04672897196261682,9.920616713418761,0.4635802202532131
desync,,1,0.00041900985842326246,0.04672897196261682,9.919786382355097,0.46354141973621943
led,,1,0.0004199493804949114,0.04672897196261682,9.919606523903775,0.46353301513569045
goes,,1,0.0004262210781182656,0.04672897196261682,9.918405894503223,0.4634769109580945
ensure,,1,0.0004298629649196893,0.04672897196261682,9.917708705858319,0.46344433204945407
rendering,,1,0.0004339518538732467,0.04672897196261682,9.916925944859933,0.46340775443270715
launch,,1,0.0004354343569599758,0.04672897196261682,9.916642140234897,0.46339449253434095
settlers,,1,0.0004373980179677377,0.04672897196261682,9.916266224608822,0.4633769263835898
plant,,1,0.000450508435069634,0.04672897196261682,9.913756417349074,0.46325964567051736
primary,,1,0.0004529799973005817,0.04672897196261682,9.913283271088208,0.4632375360321592
hot,,1,0.0004556494878749337,0.04672897196261682,9.912772234195081,0.46321365580350843
exchange,,1,0.00045855138934086827,0.04672897196261682,9.912216705464786,0.463187696517046
role,,1,0.00046524392318504735,0.04672897196261682,9.910935512814874,0.4631278277016295
towards,,1,0.0004691720849457125,0.04672897196261682,9.910183520805179,0.46309268788809244
along,,1,0.0004736254674505264,0.04672897196261682,9.909330982578963,0.4630528496532225
excess,,1,0.0004736254674505264,0.04672897196261682,9.909330982578963,0.4630528496532225
shape,,1,0.0004736254674505264,0.04672897196261682,9.909330982578963,0.4630528496532225
seen,,1,0.0004736254674505264,0.04672897196261682,9.909330982578963,0.4630528496532225
temporary,,1,0.00047876652025582615,0.04672897196261682,9.90834679942497,0.4630068597862136
volume,,1,0.00047876652025582615,0.04672897196261682,9.90834679942497,0.4630068597862136
priority,,1,0.00047876652025582615,0.04672897196261682,9.90834679942497,0.4630068597862136
displeased,,1,0.00048058267625544223,0.04672897196261682,9.907999121583964,0.46299061315812917
identical,,1,0.00048484709513277476,0.04672897196261682,9.907182757819658,0.46295246531867557
